ST_CODE,PC_CODE,STATE,PC,NO,NAME,PARTY
S07,10,S07-Haryana,10-Faridabad,22,RAJENDER,Independent
S07,10,S07-Haryana,10-Faridabad,23,LAXMAN,Independent
S07,10,S07-Haryana,10-Faridabad,24,LALIT MITTAL,Independent
S07,10,S07-Haryana,10-Faridabad,25,VIJAY RAJ,Independent
S07,10,S07-Haryana,10-Faridabad,26,SHUSHILA,Independent
S07,10,S07-Haryana,10-Faridabad,27,SANJAY MAURYA,Independent
S08,1,S08-Himachal Pradesh,1-Kangra,1,PREM CHAND VISHAVKARMA,Independent
S08,1,S08-Himachal Pradesh,1-Kangra,2,LAL HUSSAIN,Bahujan Samaj Party
S08,1,S08-Himachal Pradesh,1-Kangra,3,VIJAY KUMAR,Bahujan Samaj Party
S08,1,S08-Himachal Pradesh,1-Kangra,4,BALDEV RAJ,Himachal Swabhiman Party
S08,1,S08-Himachal Pradesh,1-Kangra,5,RAJAN SUSHANT,Aam Aadmi Party
S08,1,S08-Himachal Pradesh,1-Kangra,6,CHANDER KUMAR,Indian National Congress
S08,1,S08-Himachal Pradesh,1-Kangra,7,DHANI RAM,Independent
S08,1,S08-Himachal Pradesh,1-Kangra,8,SHANTA KUMAR,Bharatiya Janata Party
S08,1,S08-Himachal Pradesh,1-Kangra,9,ATUL KUMAR THALUR,Independent
S08,1,S08-Himachal Pradesh,1-Kangra,10,RAMAN KUMAR,Bahujan Mukti Party
S08,1,S08-Himachal Pradesh,1-Kangra,11,BHUPINDER MEHRA,Independent
S08,1,S08-Himachal Pradesh,1-Kangra,12,PARVESH KUMARI,Samajwadi Party
S08,1,S08-Himachal Pradesh,1-Kangra,13,ARTI SONI,Shivsena
S08,1,S08-Himachal Pradesh,1-Kangra,14,KANTA DEVI,Independent
S08,2,S08-Himachal Pradesh,2-Mandi,1,KUSHAL BHARDWAJ,Communist Party of India  (Marxist)
S08,2,S08-Himachal Pradesh,2-Mandi,2,JAI CHAND THAKUR,Aam Aadmi Party
S08,2,S08-Himachal Pradesh,2-Mandi,3,PRATIBHA SINGH,Indian National Congress
S08,2,S08-Himachal Pradesh,2-Mandi,4,RAM SWAROOP SHARMA,Bharatiya Janata Party
S08,2,S08-Himachal Pradesh,2-Mandi,5,LALA RAM,Bahujan Samaj Party
S08,2,S08-Himachal Pradesh,2-Mandi,7,KULDEEP SINGH THAKUR,Independent
S08,2,S08-Himachal Pradesh,2-Mandi,8,DEVENDER DEV,Bahujan Mukti Party
S08,2,S08-Himachal Pradesh,2-Mandi,10,BHAG CHAND RANA,Independent
S08,2,S08-Himachal Pradesh,2-Mandi,12,SUBHASH MOHAN SNEHI,Independent
S08,2,S08-Himachal Pradesh,2-Mandi,13,PUNI CHAND,Samajwadi Party
S08,3,S08-Himachal Pradesh,3-Hamirpur,1,RAJINDER SINGH RANA,Indian National Congress
S08,3,S08-Himachal Pradesh,3-Hamirpur,2,KULDEEP SINGH PATHANIA,Indian National Congress
S08,3,S08-Himachal Pradesh,3-Hamirpur,3,ANURAG THAKUR,Bharatiya Janata Party
S08,3,S08-Himachal Pradesh,3-Hamirpur,4,VIRENDER SINGH,Bharatiya Janata Party
S08,3,S08-Himachal Pradesh,3-Hamirpur,5,ASHISH KUMAR,Independent
S08,3,S08-Himachal Pradesh,3-Hamirpur,6,AMIN CHAND,Independent
S08,3,S08-Himachal Pradesh,3-Hamirpur,7,SHIV DATT,Shivsena
S08,3,S08-Himachal Pradesh,3-Hamirpur,8,RAKESH KUMAR,Bahujan Samaj Party
S08,3,S08-Himachal Pradesh,3-Hamirpur,9,KAMAL KANTA BATRA,Aam Aadmi Party
S08,3,S08-Himachal Pradesh,3-Hamirpur,10,PARMOD,Bahujan Samaj Party
S08,3,S08-Himachal Pradesh,3-Hamirpur,11,URMILA,Samajwadi Party
S08,3,S08-Himachal Pradesh,3-Hamirpur,12,RAJINDER SINGH RANA,Independent
S08,3,S08-Himachal Pradesh,3-Hamirpur,13,DEV RAJ BHARDWAJ,Independent
S08,4,S08-Himachal Pradesh,4-Shimla,1,GURNAM SINGH,Bahujan Samaj Party
S08,4,S08-Himachal Pradesh,4-Shimla,2,JASVIR SINGH,Bahujan Samaj Party
S08,4,S08-Himachal Pradesh,4-Shimla,3,MOHAN LAL BRAKTA,Indian National Congress
S08,4,S08-Himachal Pradesh,4-Shimla,4,VINOD SULTANPURI,Indian National Congress
S08,4,S08-Himachal Pradesh,4-Shimla,5,SUBHASH CHANDER,Aam Aadmi Party
S08,4,S08-Himachal Pradesh,4-Shimla,6,VIRENDER KASHYAP,Bharatiya Janata Party
S08,4,S08-Himachal Pradesh,4-Shimla,7,SURESH KUMAR,Bharatiya Janata Party
S08,4,S08-Himachal Pradesh,4-Shimla,8,JAGAT RAM,Communist Party of India  (Marxist)
S08,4,S08-Himachal Pradesh,4-Shimla,9,SHURVEER SINGH,Samajwadi Party
S08,4,S08-Himachal Pradesh,4-Shimla,10,VIRENDER KUMAR KASHYAP,Independent
S09,1,S09-Jammu & Kashmir,1-Baramulla,1,SYED MOHD RAFIQ SHAH,Jammu & Kashmir National Panthers Party
S09,1,S09-Jammu & Kashmir,1-Baramulla,2,SHARIEF-UD-DIN SHARIQ,Jammu & Kashmir National Conference
S09,1,S09-Jammu & Kashmir,1-Baramulla,3,GHULAM MOHAMMAD MIR,Bharatiya Janata Party
S09,1,S09-Jammu & Kashmir,1-Baramulla,4,SALAM UD DIN BAJAD,Jammu & Kashmir People Conference
S09,1,S09-Jammu & Kashmir,1-Baramulla,5,KHURSHEED AHMAD KHAN,Jammu & Kashmir People Conference
S09,1,S09-Jammu & Kashmir,1-Baramulla,6,TANVEER HUSSAIN,Independent
S09,1,S09-Jammu & Kashmir,1-Baramulla,8,MUZAFFAR HUSSAIN BAIG,Jammu & Kashmir Peoples Democratic Party
S09,1,S09-Jammu & Kashmir,1-Baramulla,9,AB HAMID MALIK,Independent
S09,1,S09-Jammu & Kashmir,1-Baramulla,10,MOHD SHAFI BHAT,Bahujan Samaj Party
S09,1,S09-Jammu & Kashmir,1-Baramulla,11,BASHIR AHMAD GOJER JAGAL,Prism
S09,1,S09-Jammu & Kashmir,1-Baramulla,12,ASHIQ HUSSAIN GANIE,Independent
S09,1,S09-Jammu & Kashmir,1-Baramulla,13,ABDUL RASHID SHEIKH,Independent
S09,1,S09-Jammu & Kashmir,1-Baramulla,14,NISAR AHMAD AHANGER,Independent
S09,1,S09-Jammu & Kashmir,1-Baramulla,15,AAGA SYED ABDULHUSSAIN MOOSVI,Independent
S09,1,S09-Jammu & Kashmir,1-Baramulla,17,MOHD ABDULLAH CHATWAL,Independent
S09,1,S09-Jammu & Kashmir,1-Baramulla,18,AYAZ AHMAD SOFI,Gareeb Aadmi Party
S09,2,S09-Jammu & Kashmir,2-Srinagar,1,TARIQ HAMEED KARRA,Jammu & Kashmir Peoples Democratic Party
S09,2,S09-Jammu & Kashmir,2-Srinagar,2,FAROOQ ABDULLAH,Jammu & Kashmir National Conference
S09,2,S09-Jammu & Kashmir,2-Srinagar,3,FAYAZ AHMAD BHAT,Bharatiya Janata Party
S09,2,S09-Jammu & Kashmir,2-Srinagar,4,MOHAMMAD MAQBOOL MALIK,Jammu & Kashmir National Panthers Party
S09,2,S09-Jammu & Kashmir,2-Srinagar,5,DR RAJA MUZAFFAR BHAT,Aam Aadmi Party
S09,2,S09-Jammu & Kashmir,2-Srinagar,6,MUSHTAQ SHAMIM,Akhil Bharatiya Muslim League (Secular)
S09,2,S09-Jammu & Kashmir,2-Srinagar,7,AGA SYED MOHSIN,Independent
S09,2,S09-Jammu & Kashmir,2-Srinagar,8,BASHIR MOHD RESHI,Independent
S09,2,S09-Jammu & Kashmir,2-Srinagar,9,CHETAN SHARMA,Independent
S09,2,S09-Jammu & Kashmir,2-Srinagar,10,RABIA ALTAF,Independent
S09,2,S09-Jammu & Kashmir,2-Srinagar,11,RIYAZ AHMAD WANI,Independent
S09,2,S09-Jammu & Kashmir,2-Srinagar,12,ABDUL RASHID TANTRAY,Independent
S09,2,S09-Jammu & Kashmir,2-Srinagar,13,MOHAMMAD SHAFI GUROO,Independent
S09,2,S09-Jammu & Kashmir,2-Srinagar,14,MIRZA SAJAD HUSSAIN BEIGH,Independent
S09,3,S09-Jammu & Kashmir,3-Anantnag,1,SYED ABID AHMAD SHAH,Jammu & Kashmir National Panthers Party
S09,3,S09-Jammu & Kashmir,3-Anantnag,2,MIRZA MEHBOOB BEG,Jammu & Kashmir National Conference
S09,3,S09-Jammu & Kashmir,3-Anantnag,3,MEHBOOBA MUFTI,Jammu & Kashmir Peoples Democratic Party
S09,3,S09-Jammu & Kashmir,3-Anantnag,4,MOHAMMAD SHARIF,Bahujan Samaj Party
S09,3,S09-Jammu & Kashmir,3-Anantnag,5,MUSHTAQ AHMAD MALIK,Bharatiya Janata Party
S09,3,S09-Jammu & Kashmir,3-Anantnag,6,ASIF JEELANI,All India Forward Bloc
S09,3,S09-Jammu & Kashmir,3-Anantnag,7,DR. TANVIR MAQBOOL DAR,Aam Aadmi Party
S09,3,S09-Jammu & Kashmir,3-Anantnag,8,GH. NABI SHAH,Samajwadi Party
S09,3,S09-Jammu & Kashmir,3-Anantnag,9,MOHAMMAD YAQOOB RATHER,All Jammu and Kashmir Republican Party
S09,3,S09-Jammu & Kashmir,3-Anantnag,10,MOHD YOUSIF  GANIE,Ambedkar Samaj Party
S09,3,S09-Jammu & Kashmir,3-Anantnag,11,TANVEER HUSSAIN KHAN,Independent
S09,3,S09-Jammu & Kashmir,3-Anantnag,12,ABDUL AHAD MIR,Independent
S09,5,S09-Jammu & Kashmir,5-Udhampur,1,PROF. BHIM SINGH,Jammu & Kashmir National Panthers Party
S09,5,S09-Jammu & Kashmir,5-Udhampur,2,DR. JITENDRA SINGH,Bharatiya Janata Party
S09,5,S09-Jammu & Kashmir,5-Udhampur,3,DHARAM PAL BALGOTRA,Bahujan Samaj Party
S09,5,S09-Jammu & Kashmir,5-Udhampur,4,GHULAM NABI AZAD,Indian National Congress
S09,5,S09-Jammu & Kashmir,5-Udhampur,5,MOHD ARSHAD MALIK,Jammu & Kashmir Peoples Democratic Party
S09,5,S09-Jammu & Kashmir,5-Udhampur,6,SMT. AMRIT BARSHA,Samajwadi Party
S09,5,S09-Jammu & Kashmir,5-Udhampur,7,JAGDISH KUMAR,Jai Maha Bharath Party
S09,5,S09-Jammu & Kashmir,5-Udhampur,8,SHAM LAL,All J & K Kisan Majdoor Party
S09,5,S09-Jammu & Kashmir,5-Udhampur,9,GIRDHARI LAL,Bharatiya Bahujan Party
S09,5,S09-Jammu & Kashmir,5-Udhampur,10,ANIL KUMAR GUPTA,Independent
S09,5,S09-Jammu & Kashmir,5-Udhampur,11,ANIL KHAJURIA,Independent
S09,5,S09-Jammu & Kashmir,5-Udhampur,12,BANSI LAL,Independent
S09,5,S09-Jammu & Kashmir,5-Udhampur,13,NAZAKAT HUSSAIN,Independent
S09,6,S09-Jammu & Kashmir,6-Jammu,1,ASHOK KUMAR,Bahujan Samaj Party
S09,6,S09-Jammu & Kashmir,6-Jammu,2,JUGAL KISHORE,Bharatiya Janata Party
S09,6,S09-Jammu & Kashmir,6-Jammu,3,MADAN LAL SHARMA,Indian National Congress
S09,6,S09-Jammu & Kashmir,6-Jammu,4,HARI CHAND JALMERIA,Jammu & Kashmir National Panthers Party
S09,6,S09-Jammu & Kashmir,6-Jammu,5,YASHPAL SHARMA,Jammu & Kashmir Peoples Democratic Party
S09,6,S09-Jammu & Kashmir,6-Jammu,6,BAHADUR SINGH CHOWDHARY,Samajwadi Party
S09,6,S09-Jammu & Kashmir,6-Jammu,7,SUBASH CHANDER,All J & K Kisan Majdoor Party
S09,6,S09-Jammu & Kashmir,6-Jammu,8,GURSAGAR SINGH,Socialistic Democratic Party
S09,6,S09-Jammu & Kashmir,6-Jammu,9,MEHAR MANAV BHAGAT,Bharatiya Bahujan Party
S09,6,S09-Jammu & Kashmir,6-Jammu,10,ASHOK KUMAR SHARMA,Independent
S09,6,S09-Jammu & Kashmir,6-Jammu,11,PERSEEN SINGH,Independent
S09,6,S09-Jammu & Kashmir,6-Jammu,12,RAJ KUMAR,Independent
S09,6,S09-Jammu & Kashmir,6-Jammu,13,SATISH POONCHI,Independent
S09,6,S09-Jammu & Kashmir,6-Jammu,14,ABDUL MAJID CHOUHAN,Independent
S09,6,S09-Jammu & Kashmir,6-Jammu,15,LABHA RAM,Independent
S09,6,S09-Jammu & Kashmir,6-Jammu,16,MOHD. IMTIAZ,Independent
S09,6,S09-Jammu & Kashmir,6-Jammu,17,MOHD. ABBAS KHAN,Independent
S09,6,S09-Jammu & Kashmir,6-Jammu,18,NIRMAL SINGH,Independent
S09,6,S09-Jammu & Kashmir,6-Jammu,19,VIJAY KUMAR,Independent
S10,1,S10-Karnataka,1-Chikkodi,1,RAMESH VISHWANATH KATTI,Bharatiya Janata Party
S10,1,S10-Karnataka,1-Chikkodi,2,MACHINDRA KADAPURE,Bahujan Samaj Party
S10,1,S10-Karnataka,1-Chikkodi,3,PRAKASH HUKKERI,Indian National Congress
S10,1,S10-Karnataka,1-Chikkodi,4,PRATAPARAO ALAGOUDA PATIL,Nationalist Congress Party
S10,1,S10-Karnataka,1-Chikkodi,5,SHRIMANT BALASAHEB PATIL,Janata Dal  (Secular)
S10,1,S10-Karnataka,1-Chikkodi,6,APPASAHEB KURANE,Sarva Janata Party
S10,1,S10-Karnataka,1-Chikkodi,7,ASHFAQ AHMED MADAKI,Aam Aadmi Party
S10,1,S10-Karnataka,1-Chikkodi,8,JITENDRA SUBHASH NERLE,Independent
S10,1,S10-Karnataka,1-Chikkodi,9,BASAPPA KALLAPPA HANCHANAL,Independent
S10,1,S10-Karnataka,1-Chikkodi,10,MAGADUM ISMAIL MAGADUM,Independent
S10,1,S10-Karnataka,1-Chikkodi,11,MOHAN MOTANNAVAR,Independent
S10,1,S10-Karnataka,1-Chikkodi,12,SHRINIK ANNASAHEB JANGATE,Independent
S10,2,S10-Karnataka,2-Belgaum,1,ANGADI SURESH CHANNABASAPPA,Bharatiya Janata Party
S10,2,S10-Karnataka,2-Belgaum,2,BAGWAN NASIR PAPULSAB,Janata Dal  (Secular)
S10,2,S10-Karnataka,2-Belgaum,3,RAMESH G KADALASKAR,Bahujan Samaj Party
S10,2,S10-Karnataka,2-Belgaum,4,LAXMI R. HEBBALKAR,Indian National Congress
S10,2,S10-Karnataka,2-Belgaum,5,ANGADI MUTTAPPA CHANNASANGAPPA,Aam Aadmi Party
S10,2,S10-Karnataka,2-Belgaum,6,DAYANAND GURUPUTRAYYA CHIKKAMATH,Samajwadi Party
S10,2,S10-Karnataka,2-Belgaum,7,ANTAKKANAVAR PARAPPA SHANKAREPPA,Independent
S10,2,S10-Karnataka,2-Belgaum,8,KHANAGOUDAR S B,Independent
S10,2,S10-Karnataka,2-Belgaum,9,DR. GAONKAR RAJMAHENDRA SAKHARAM,Independent
S10,2,S10-Karnataka,2-Belgaum,10,MAJUKAR HANMANT KRISHANA,Independent
S10,2,S10-Karnataka,2-Belgaum,11,MOHAN YALLAPPA MORE,Independent
S10,2,S10-Karnataka,2-Belgaum,12,S. P. RATHOD,Independent
S10,2,S10-Karnataka,2-Belgaum,13,RAMAPPA (RAMCHANDRA) MAREPPA CHALAWADI,Independent
S10,2,S10-Karnataka,2-Belgaum,14,SANTOSH MANOHAR BAVADEKAR,Independent
S10,2,S10-Karnataka,2-Belgaum,15,SANTOSH M. SHET @ RAIKAR,Independent
S10,3,S10-Karnataka,3-Bagalkot,1,AJAY KUMAR SARNAIK,Indian National Congress
S10,3,S10-Karnataka,3-Bagalkot,2,Y.C KAMBLE,Bahujan Samaj Party
S10,3,S10-Karnataka,3-Bagalkot,3,GADDIGOUDAR PARVTAGOUDA CHANDANAGOUDA,Bharatiya Janata Party
S10,3,S10-Karnataka,3-Bagalkot,4,HUNASHYAL RAVI,Janata Dal  (Secular)
S10,3,S10-Karnataka,3-Bagalkot,5,KANABUR SADASHIV SIDAMALLAPPA,Janata Dal  (United)
S10,3,S10-Karnataka,3-Bagalkot,6,KAZI KUTUBUDDIN,Aam Aadmi Party
S10,3,S10-Karnataka,3-Bagalkot,7,MAHESH BASAPPA NANDIHAL,Karunaadu Party
S10,3,S10-Karnataka,3-Bagalkot,8,AJJODI BHEEMAPPA DHOOLAPPA,Independent
S10,3,S10-Karnataka,3-Bagalkot,9,NAGAPPA PAKKIRAPPA SHIRAGUPPI,Independent
S10,3,S10-Karnataka,3-Bagalkot,10,PARASHURAM MANASING RATHOD,Independent
S10,3,S10-Karnataka,3-Bagalkot,11,MUTTAPPA MUDAKAPPA HIREKUMBI,Independent
S10,3,S10-Karnataka,3-Bagalkot,12,VASANAGOUDA NINGANAGOUDA BHANDI,Independent
S10,3,S10-Karnataka,3-Bagalkot,13,SHANKAR BIDARI,Independent
S10,4,S10-Karnataka,4-Bijapur,1,PRAKASH RATHOD,Indian National Congress
S10,4,S10-Karnataka,4-Bijapur,2,RAMESH JIGAJINAGI,Bharatiya Janata Party
S10,4,S10-Karnataka,4-Bijapur,3,K SHIVRAM,Janata Dal  (Secular)
S10,4,S10-Karnataka,4-Bijapur,4,SUDHAKAR KANAMADI,Bahujan Samaj Party
S10,4,S10-Karnataka,4-Bijapur,5,BHAGWAN DHARMANNA KAMBALE,Republican Party of India (A)
S10,4,S10-Karnataka,4-Bijapur,6,SHRIKANT DEVENDRAPPA ARAKERI,Karunaadu Party
S10,4,S10-Karnataka,4-Bijapur,7,SHRIDHAR NARAYANKAR,Aam Aadmi Party
S10,4,S10-Karnataka,4-Bijapur,8,RAVI (RAJESH) Y VALLYAPUR,Independent
S10,4,S10-Karnataka,4-Bijapur,9,RAJU SHRIMANT PADAGANUR,Independent
S10,4,S10-Karnataka,4-Bijapur,10,RUDRESH DAYAPPA DODAMANI,Independent
S10,4,S10-Karnataka,4-Bijapur,11,SATISH ASANGIHAL,Independent
S10,4,S10-Karnataka,4-Bijapur,12,SIDDAPPA B GANJI,Independent
S10,4,S10-Karnataka,4-Bijapur,13,HANMANT MOTHER-BASALINGAVVA HOLER,Independent
S10,4,S10-Karnataka,4-Bijapur,14,HUNNUR MARAGANNA MALAPPA,Independent
S10,5,S10-Karnataka,5-Gulbarga,1,DHULAPPA GUNDAPPA,Janata Dal  (Secular)
S10,5,S10-Karnataka,5-Gulbarga,2,MALLIKARJUN KHARGE,Indian National Congress
S10,5,S10-Karnataka,5-Gulbarga,3,MAHADEV BHIMSHA,Bahujan Samaj Party
S10,5,S10-Karnataka,5-Gulbarga,4,REVASING LOKU,Bharatiya Janata Party
S10,5,S10-Karnataka,5-Gulbarga,5,B.T.LALITHA NAIK,Aam Aadmi Party
S10,5,S10-Karnataka,5-Gulbarga,6,SHARANABASAPPA MALAKAJAPPA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S10,5,S10-Karnataka,5-Gulbarga,7,SHANKAR JADHAV,Bharatiya Peoples Party
S10,5,S10-Karnataka,5-Gulbarga,8,RAMU CHATRU,Independent
S10,6,S10-Karnataka,6-Raichur,1,D.B.NAYAK,Janata Dal  (Secular)
S10,6,S10-Karnataka,6-Raichur,2,B.V.NAYAK,Indian National Congress
S10,6,S10-Karnataka,6-Raichur,3,RAJA THIMAPPA NAYAK,Bahujan Samaj Party
S10,6,S10-Karnataka,6-Raichur,4,ARAKERA SHIVANAGOUDA NAYAK,Bharatiya Janata Party
S10,6,S10-Karnataka,6-Raichur,5,M NAGARAJ,Communist Party of India (Marxist-Leninist) Red Star
S10,6,S10-Karnataka,6-Raichur,6,BHAGAVANTAPPA,Lok Satta Party
S10,6,S10-Karnataka,6-Raichur,7,BHIMARAYA JARADABANDI,Aam Aadmi Party
S10,6,S10-Karnataka,6-Raichur,8,MARUTI,National Development Party
S10,6,S10-Karnataka,6-Raichur,9,RANGANAYAK,Pyramid Party of India
S10,6,S10-Karnataka,6-Raichur,10,K SOMASHEKAR YADGIRI,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S10,6,S10-Karnataka,6-Raichur,11,CHINNAYYA NAYAK,Independent
S10,7,S10-Karnataka,7-Bidar,1,N. DHARAM SINGH,Indian National Congress
S10,7,S10-Karnataka,7-Bidar,2,BANDEPPA KHASHEMPUR,Janata Dal  (Secular)
S10,7,S10-Karnataka,7-Bidar,3,BHAGWANTH KHUBA,Bharatiya Janata Party
S10,7,S10-Karnataka,7-Bidar,4,SHANKAR BHAYYA,Bahujan Samaj Party
S10,7,S10-Karnataka,7-Bidar,5,ABDUL HAMEED FARAAN,Welfare Party Of India
S10,7,S10-Karnataka,7-Bidar,6,GOVIND,Samajwadi Party
S10,7,S10-Karnataka,7-Bidar,7,CHANDRAKANT,Aam Aadmi Party
S10,7,S10-Karnataka,7-Bidar,8,RAMESH GAYKAWAD,Ambedkar National Congress
S10,7,S10-Karnataka,7-Bidar,9,RAMANNA,Hindustan Janta Party
S10,7,S10-Karnataka,7-Bidar,10,SHRAVANA S.BHANDE MUNGANAL,Rashtriya Samaj Paksha
S10,7,S10-Karnataka,7-Bidar,11,SYED WAHEED,Bahujan Mukti Party
S10,7,S10-Karnataka,7-Bidar,12,HATTARKI YASHWANTHRAO SHIVARAYA,Bharatiya Peoples Party
S10,7,S10-Karnataka,7-Bidar,13,ISMAIL ZABI ULLAH,Independent
S10,7,S10-Karnataka,7-Bidar,14,KALLALING HUGAR NELOGI,Independent
S10,7,S10-Karnataka,7-Bidar,15,NAGANATH PATIL,Independent
S10,7,S10-Karnataka,7-Bidar,16,PRABHU,Independent
S10,7,S10-Karnataka,7-Bidar,17,BALBHEEM VEERAPPA UNNE,Independent
S10,7,S10-Karnataka,7-Bidar,18,BABU PASHA,Independent
S10,7,S10-Karnataka,7-Bidar,19,MACHENDAR,Independent
S10,7,S10-Karnataka,7-Bidar,20,MIRZA SHAFEE BAIG,Independent
S10,7,S10-Karnataka,7-Bidar,21,MOHAMMED RAFIQ,Independent
S10,7,S10-Karnataka,7-Bidar,22,SHAMALA.M.UDANOOR,Independent
S10,7,S10-Karnataka,7-Bidar,23,SIDDARAMAPPA NAGAPPA KARABASTI CHINCHANSOOR,Independent
S10,7,S10-Karnataka,7-Bidar,24,SUBHASH BHIMSHA SINDANKERA,Independent
S10,8,S10-Karnataka,8-Koppal,1,KARADI SANGANNA AMARAPPA,Bharatiya Janata Party
S10,8,S10-Karnataka,8-Koppal,2,BASAVARAJ HITNAL,Indian National Congress
S10,8,S10-Karnataka,8-Koppal,3,SYED  ARIF,Bahujan Samaj Party
S10,8,S10-Karnataka,8-Koppal,4,THIMMAPPA UPPAR,Bharatiya Dr. B.R.Ambedkar Janta Party
S10,8,S10-Karnataka,8-Koppal,5,NAZEER HUSSAIN,Rashtriya Krantikari Samajwadi Party
S10,8,S10-Karnataka,8-Koppal,6,COM I:- D H PUJAR,Communist Party of India (Marxist-Leninist) Red Star
S10,8,S10-Karnataka,8-Koppal,7,BHARADWHAJA,Communist Party of India  (Marxist-Leninist)  (Liberation)
S10,8,S10-Karnataka,8-Koppal,8,RAMESH KOTI,Republican Party of India (A)
S10,8,S10-Karnataka,8-Koppal,9,K. M. RANGANATHREDDY,Samajwadi Party
S10,8,S10-Karnataka,8-Koppal,10,SHIVAKUMAR NAVALISIDDAPPA TONTAPUR,Aam Aadmi Party
S10,8,S10-Karnataka,8-Koppal,11,ANOJIRAO G,Independent
S10,8,S10-Karnataka,8-Koppal,12,V. GOVINDA,Independent
S10,8,S10-Karnataka,8-Koppal,13,GOVINDHAREDDY PACHARALLI,Independent
S10,8,S10-Karnataka,8-Koppal,14,NAGAPPA. G.  KARATAGI,Independent
S10,8,S10-Karnataka,8-Koppal,15,B.MANOHARA HANUMANTAPPA,Independent
S10,8,S10-Karnataka,8-Koppal,16,SURESH,Independent
S10,9,S10-Karnataka,9-Bellary,1,R. RAVINAYAKA,Janata Dal  (Secular)
S10,9,S10-Karnataka,9-Bellary,2,B. RAMUDU (ADDIGERI RAMANNA),Bahujan Samaj Party
S10,9,S10-Karnataka,9-Bellary,3,B. SREERAMULU,Bharatiya Janata Party
S10,9,S10-Karnataka,9-Bellary,4,N.Y. HANUMANTAPPA,Indian National Congress
S10,9,S10-Karnataka,9-Bellary,5,A. DEVDAS,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S10,9,S10-Karnataka,9-Bellary,6,DODDAMANI PRASAD,Communist Party of India  (Marxist-Leninist)  (Liberation)
S10,9,S10-Karnataka,9-Bellary,7,G. NATARAJA,Karunaadu Party
S10,9,S10-Karnataka,9-Bellary,8,COMRADE S. BHEEMAPPA,Communist Party of India (Marxist-Leninist) Red Star
S10,9,S10-Karnataka,9-Bellary,9,MALAGI SHIVAKUMAR GIRIYAPPA,Aam Aadmi Party
S10,9,S10-Karnataka,9-Bellary,10,K. RAGHAVENDRA,Pyramid Party of India
S10,9,S10-Karnataka,9-Bellary,11,N.B. KRISHNAPPA NAYAKA,Independent
S10,9,S10-Karnataka,9-Bellary,12,N.R. MALLAYYA SWAMY,Independent
S10,10,S10-Karnataka,10-Haveri,1,UDASI SHIVAKUMAR CHANNABASAPPA,Bharatiya Janata Party
S10,10,S10-Karnataka,10-Haveri,2,RAVI  MENASINAKAI,Janata Dal  (Secular)
S10,10,S10-Karnataka,10-Haveri,3,SALEEM  AHMED,Indian National Congress
S10,10,S10-Karnataka,10-Haveri,4,HALAPPA  TIMMENAHALLI,Bahujan Samaj Party
S10,10,S10-Karnataka,10-Haveri,5,D PRASAD,Republican Party of India (A)
S10,10,S10-Karnataka,10-Haveri,6,BASAVANTEPPA HONNAPPA HULLATTI,Sarva Janata Party
S10,10,S10-Karnataka,10-Haveri,7,H M SIRQUAZI,Aam Aadmi Party
S10,10,S10-Karnataka,10-Haveri,8,SURESH M.MUNDARGI,Rani Chennamma Party
S10,10,S10-Karnataka,10-Haveri,9,KABBINAD VERABHADRAPPA VEERAPPA,Independent
S10,10,S10-Karnataka,10-Haveri,10,KUBER VASANNA,Independent
S10,10,S10-Karnataka,10-Haveri,11,GIRISHGOUDA C.BISTANAGOUDAR,Independent
S10,10,S10-Karnataka,10-Haveri,12,CHANDRASHEKHARAYYA GURULINGAYYA KULKARNI,Independent
S10,10,S10-Karnataka,10-Haveri,13,B.M.JAYADEV MATHAD,Independent
S10,10,S10-Karnataka,10-Haveri,14,BIDARAGADDI  V.B,Independent
S10,10,S10-Karnataka,10-Haveri,15,MEHABOOBKHAN  PATHAN,Independent
S10,10,S10-Karnataka,10-Haveri,16,RUDRESH RAMANNA HADAGALI,Independent
S10,10,S10-Karnataka,10-Haveri,17,SHIDDAPPA KALLAPPA POOJAR,Independent
S10,10,S10-Karnataka,10-Haveri,18,SHIVAKUMAR  TALAWAR,Independent
S10,10,S10-Karnataka,10-Haveri,19,HANUMANTAPPA  D. KABBAR,Independent
S10,11,S10-Karnataka,11-Dharwad,1,IRAPPA BHARAMAPPA MADAR,Bahujan Samaj Party
S10,11,S10-Karnataka,11-Dharwad,2,PRALHAD JOSHI,Bharatiya Janata Party
S10,11,S10-Karnataka,11-Dharwad,3,BANKAPUR. HANUMANTHAPPA MALLAPPA,Janata Dal  (Secular)
S10,11,S10-Karnataka,11-Dharwad,4,VINAY KULKARNI,Indian National Congress
S10,11,S10-Karnataka,11-Dharwad,5,GANGADHAR S. BADIGER,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST)
S10,11,S10-Karnataka,11-Dharwad,6,GURUSHANTAPPA H. CHALAVADI.,Republican Party of India (A)
S10,11,S10-Karnataka,11-Dharwad,7,HEMANT KUMAR,Aam Aadmi Party
S10,11,S10-Karnataka,11-Dharwad,8,IMAMSAB MEHBOOBSAB TORGAL.,Independent
